"Counter","ICD-10 code","WHO update 1=Add 2=Del","ICD-10 code descriptor","ICD-10-AM Map","Aust update 1=Add 2=Del","Additive Map (+)","ICD-10-AM code descriptor"
233,"Y22",,"Handgun discharge, undetermined intent","Y22",,,"Handgun discharge, undetermined intent"
234,"Y23",,"Rifle, shotgun and larger firearm discharge, undetermined intent","Y24.9",,,"Discharge from other and unspecified firearms, undetermined intent"
235,"Y23",,"Rifle, shotgun and larger firearm discharge, undetermined intent","Y24.1",,,"Air rifle discharge, undetermined intent"
236,"Y23",,"Rifle, shotgun and larger firearm discharge, undetermined intent","Y24.2",,,"Shotgun discharge, undetermined intent"
237,"Y23",,"Rifle, shotgun and larger firearm discharge, undetermined intent","Y24.3",,,"Small calibre rifle discharge, undetermined intent"
238,"Y23",,"Rifle, shotgun and larger firearm discharge, undetermined intent","Y24.4",,,"Large calibre rifle discharge, undetermined intent"
239,"Y24",,"Other and unspecified firearm discharge, undetermined intent","Y24.9",,,"Discharge from other and unspecified firearms, undetermined intent"
240,"Y24",,"Other and unspecified firearm discharge, undetermined intent","Y24.1",,,"Air rifle discharge, undetermined intent"
241,"Y24",,"Other and unspecified firearm discharge, undetermined intent","Y24.2",,,"Shotgun discharge, undetermined intent"
242,"Y24",,"Other and unspecified firearm discharge, undetermined intent","Y24.3",,,"Small calibre rifle discharge, undetermined intent"
243,"Y24",,"Other and unspecified firearm discharge, undetermined intent","Y24.4",,,"Large calibre rifle discharge, undetermined intent"
244,"Y25",,"Contact with explosive material, undetermined intent","Y25",,,"Contact with explosive material, undetermined intent"
245,"Y26",,"Exposure to smoke, fire and flames, undetermined intent","Y26",,,"Exposure to smoke, fire and flames, undetermined intent"
246,"Y27",,"Contact with steam, hot vapours and hot objects, undetermined intent","Y27",,,"Contact with steam, hot vapours and hot objects, undetermined intent"
247,"Y28",,"Contact with sharp object, undetermined intent","Y28.9",,,"Contact with unspecified sharp object, undetermined intent"
248,"Y28",,"Contact with sharp object, undetermined intent","Y28.8",,,"Contact with other specified sharp object, undetermined intent"
249,"Y28",,"Contact with sharp object, undetermined intent","Y28.0",,,"Contact with knife, undetermined intent"
250,"Y28",,"Contact with sharp object, undetermined intent","Y28.1",,,"Contact with razor blade, undetermined intent"
251,"Y28",,"Contact with sharp object, undetermined intent","Y28.2",,,"Contact with hypodermic needle and syringe, undetermined intent "
252,"Y28",,"Contact with sharp object, undetermined intent","Y28.3",,,"Contact with glass, undetermined intent"
253,"Y29",,"Contact with blunt object, undetermined intent","Y29",,,"Contact with blunt object, undetermined intent"
254,"Y30",,"Falling, jumping or pushed from a high place, undetermined intent","Y30",,,"Falling, jumping or pushed from a high place, undetermined intent"
255,"Y31",,"Falling, lying or running before or into moving object, undetermined intent","Y31.9",,,"Falling, lying or running before or into unspecified moving object, undetermined intent"
256,"Y31",,"Falling, lying or running before or into moving object, undetermined intent","Y31.8",,,"Falling, lying or running before or into other specified moving object, undetermined intent"
257,"Y31",,"Falling, lying or running before or into moving object, undetermined intent","Y31.0",,,"Falling, lying or running before or into a train, undetermined intent"
258,"Y31",,"Falling, lying or running before or into moving object, undetermined intent","Y31.1",,,"Falling, lying or running before or into a tram, undetermined intent"
259,"Y31",,"Falling, lying or running before or into moving object, undetermined intent","Y31.2",,,"Falling, lying or running before or into a motor vehicle, undetermined intent"
260,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.9",,,"Unspecified crashing of motor vehicle, undetermined intent, traffic"
261,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.8",,,"Other specified crashing of motor vehicle, undetermined intent, traffic"
262,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.0",,,"Crashing of car with other motor vehicle, undetermined intent, nontraffic"
263,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.1",,,"Crashing of car with fixed or stationary object, undetermined intent, nontraffic"
264,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.2",,,"Other specified crashing of motor vehicle, undetermined intent, nontraffic"
265,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.3",,,"Unspecified crashing of motor vehicle, undetermined intent, nontraffic"
266,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.4",,,"Crashing of car with other motor vehicle, undetermined intent, traffic"
267,"Y32",,"Crashing of motor vehicle, undetermined intent","Y32.5",,,"Crashing of car with fixed or stationary object, undetermined intent, traffic"
268,"Y33",,"Other specified events, undetermined intent","Y33",,,"Other specified events, undetermined intent"
269,"Y34",,"Unspecified event, undetermined intent","Y34",,,"Unspecified event, undetermined intent"
270,"Y35.0",,"Legal intervention involving firearm discharge","Y35.09",,,"Legal intervention involving discharge from other and unspecified firearms"
271,"Y35.0",,"Legal intervention involving firearm discharge","Y35.01",,,"Legal intervention involving handgun discharge"
272,"Y35.0",,"Legal intervention involving firearm discharge","Y35.02",,,"Legal intervention involving air rifle discharge"
273,"Y35.0",,"Legal intervention involving firearm discharge","Y35.03",,,"Legal intervention involving shotgun discharge"
274,"Y35.0",,"Legal intervention involving firearm discharge","Y35.04",,,"Legal intervention involving small calibre rifle discharge"
275,"Y35.0",,"Legal intervention involving firearm discharge","Y35.05",,,"Legal intervention involving large calibre rifle discharge"
276,"Y35.1",,"Legal intervention involving explosives","Y35.1",,,"Legal intervention involving explosives"
277,"Y35.2",,"Legal intervention involving gas","Y35.2",,,"Legal intervention involving gas"
278,"Y35.3",,"Legal intervention involving blunt objects","Y35.3",,,"Legal intervention involving blunt objects"
279,"Y35.4",,"Legal intervention involving sharp objects","Y35.4",,,"Legal intervention involving sharp objects"
280,"Y35.5",,"Legal execution","Y35.5",,,"Legal execution"
281,"Y35.6",,"Legal intervention involving other specified means","Y35.6",,,"Legal intervention involving other specified means"
282,"Y35.7",,"Legal intervention, means unspecified","Y35.7",,,"Legal intervention, means unspecified"
283,"Y36.0",,"War operations involving explosion of marine weapons","Y36.0",,,"War operations involving explosion of marine weapons"
284,"Y36.1",,"War operations involving destruction of aircraft","Y36.1",,,"War operations involving destruction of aircraft"
285,"Y36.2",,"War operations involving other explosions and fragments","Y36.2",,,"War operations involving other explosions and fragments"
286,"Y36.3",,"War operations involving fires, conflagrations and hot substances","Y36.3",,,"War operations involving fires, conflagrations and hot substances"
287,"Y36.4",,"War operations involving firearm discharge and other forms of conventional warfare","Y36.49",,,"War operations involving discharge from other and unspecified firearms and other forms of conventional warfare"
288,"Y36.4",,"War operations involving firearm discharge and other forms of conventional warfare","Y36.41",,,"War operations involving handgun discharge"
289,"Y36.4",,"War operations involving firearm discharge and other forms of conventional warfare","Y36.42",,,"War operations involving air rifle discharge"
290,"Y36.4",,"War operations involving firearm discharge and other forms of conventional warfare","Y36.43",,,"War operations involving shotgun discharge"
291,"Y36.4",,"War operations involving firearm discharge and other forms of conventional warfare","Y36.44",,,"War operations involving small calibre rifle discharge"
292,"Y36.4",,"War operations involving firearm discharge and other forms of conventional warfare","Y36.45",,,"War operations involving large calibre rifle discharge"
293,"Y36.5",,"War operations involving nuclear weapons","Y36.5",,,"War operations involving nuclear weapons"
294,"Y36.6",,"War operations involving biological weapons","Y36.6",,,"War operations involving biological weapons"
295,"Y36.7",,"War operations involving chemical weapons and other forms of unconventional warfare","Y36.7",,,"War operations involving chemical weapons and other forms of unconventional warfare"
296,"Y36.8",,"War operations occurring after cessation of hostilities","Y36.8",,,"War operations occurring after cessation of hostilities"
297,"Y36.9",,"War operations, unspecified","Y36.9",,,"War operations, unspecified"
298,"Y40.0",,"Penicillins causing adverse effects in therapeutic use","Y40.0",,,"Penicillins causing adverse effects in therapeutic use"
299,"Y40.1",,"Cefalosporins and other -lactam antibiotics causing adverse effects in therapeutic use","Y40.1",,,"Cephalosporins and other -lactam antibiotics causing adverse effects in therapeutic use"
300,"Y40.2",,"Chloramphenicol group drugs causing adverse effects in therapeutic use","Y40.2",,,"Chloramphenicol group drugs causing adverse effects in therapeutic use"
301,"Y40.3",,"Macrolides causing adverse effects in therapeutic use","Y40.3",,,"Macrolides causing adverse effects in therapeutic use"
302,"Y40.4",,"Tetracyclines causing adverse effects in therapeutic use","Y40.4",,,"Tetracyclines causing adverse effects in therapeutic use"
303,"Y40.5",,"Aminoglycosides causing adverse effects in therapeutic use","Y40.5",,,"Aminoglycosides causing adverse effects in therapeutic use"
304,"Y40.6",,"Rifamycins causing adverse effects in therapeutic use","Y40.6",,,"Rifamycins causing adverse effects in therapeutic use"
305,"Y40.7",,"Antifungal antibiotics, systemically used causing adverse effects in therapeutic use","Y40.7",,,"Antifungal antibiotics, systemically used causing adverse effects in therapeutic use"
306,"Y40.8",,"Other systemic antibiotics causing adverse effects in therapeutic use","Y40.8",,,"Other systemic antibiotics causing adverse effects in therapeutic use"
307,"Y40.9",,"Systemic antibiotic, unspecified causing adverse effects in therapeutic use","Y40.9",,,"Systemic antibiotic, unspecified causing adverse effects in therapeutic use"
308,"Y41.0",,"Sulfonamides causing adverse effects in therapeutic use","Y41.0",,,"Sulfonamides causing adverse effects in therapeutic use"
309,"Y41.1",,"Antimycobacterial drugs causing adverse effects in therapeutic use","Y41.1",,,"Antimycobacterial drugs causing adverse effects in therapeutic use"
310,"Y41.2",,"Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use","Y41.2",,,"Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use"
311,"Y41.3",,"Other antiprotozoal drugs causing adverse effects in therapeutic use","Y41.3",,,"Other antiprotozoal drugs causing adverse effects in therapeutic use"
312,"Y41.4",,"Anthelminthics causing adverse effects in therapeutic use","Y41.4",,,"Anthelminthics causing adverse effects in therapeutic use"
313,"Y41.5",,"Antiviral drugs causing adverse effects in therapeutic use","Y41.5",,,"Antiviral drugs causing adverse effects in therapeutic use"
314,"Y41.8",,"Other specified systemic anti-infectives and antiparasitics causing adverse effects in therapeutic use","Y41.8",,,"Other specified systemic anti-infectives and antiparasitics causing adverse effects in therapeutic use"
